date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-05-27,GA,1907.0,,36,,7666.0,7666.0,907.0,119,1735.0,,,0,,,,,,44421,44421.0,691,0,,,,,39537,,,0,411758,7524,77835.0,,,,,0,411758,7524
2020-05-28,GA,1962.0,,55,,7767.0,7767.0,903.0,101,1761.0,,,0,,,,,,45070,45070.0,649,0,,,,,39989,,,0,419208,7450,78173.0,,,,,0,419208,7450
2020-05-29,GA,1974.0,,12,,7852.0,7852.0,889.0,85,1780.0,,,0,,,,,,45670,45670.0,600,0,,,,,40509,,,0,428319,9111,81736.0,,,,,0,428319,9111
2020-05-30,GA,2003.0,,29,,7921.0,7921.0,850.0,69,1790.0,,,0,,,,,,46286,46286.0,616,0,,,,,40976,,,0,436903,8584,84803.0,,,,,0,436903,8584
2020-05-31,GA,2042.0,,39,,7946.0,7946.0,853.0,25,1794.0,,,0,,,,,,46986,46986.0,700,0,,,,,42748,,,0,467464,30561,88461.0,,,,,0,467464,30561
2020-06-01,GA,2074.0,,32,,8127.0,8127.0,841.0,181,1800.0,,,0,,,,,,47618,47618.0,632,0,,,,,42761,,,0,467729,265,91184.0,,,,,0,467729,265
2020-06-02,GA,2102.0,,28,,8334.0,8334.0,828.0,207,1821.0,,,0,,,,,,48207,48207.0,589,0,5395.0,,,,43054,,,0,474222,6493,91325.0,,,,,0,474222,6493
2020-06-03,GA,2123.0,,21,,8419.0,8419.0,815.0,85,1841.0,,,0,,,,,,48894,48894.0,687,0,5425.0,,,,43515,,,0,482647,8425,91688.0,,,,,0,482647,8425
2020-06-04,GA,2147.0,,24,,8557.0,8557.0,807.0,138,1872.0,,,0,,,,,,49847,49847.0,953,0,5599.0,,,,44359,,,0,496271,13624,94626.0,,,,,0,496271,13624
2020-06-05,GA,2174.0,,27,,8646.0,8646.0,790.0,89,1897.0,,,0,,,,,,50621,50621.0,774,0,5748.0,,,,45196,,,0,507819,11548,97294.0,,,,,0,507819,11548
2020-06-06,GA,2174.0,,0,,8662.0,8662.0,788.0,16,1901.0,,,0,,,,,,51309,51309.0,688,0,5903.0,,,,46057,,,0,522889,15070,99894.0,,,,,0,522889,15070
2020-06-07,GA,2180.0,,6,,8685.0,8685.0,783.0,23,1909.0,,,0,,,,,,51898,51898.0,589,0,6084.0,,,,46813,,,0,534896,12007,102638.0,,,,,0,534896,12007
2020-06-08,GA,2208.0,,28,,8746.0,8746.0,819.0,61,1925.0,,,0,,,,,,52497,52497.0,599,0,6203.0,,,,47433,,,0,544412,9516,105013.0,,,,,0,544412,9516
2020-06-09,GA,2285.0,,77,,8872.0,8872.0,834.0,126,1960.0,,,0,,,,,,53249,53249.0,752,0,6207.0,,,,47914,,,0,551456,7044,105160.0,,,,,0,551456,7044
2020-06-10,GA,2329.0,,44,,8974.0,8974.0,817.0,102,1991.0,,,0,,,,,,53980,53980.0,731,0,6232.0,,,,48721,,,0,565221,13765,105491.0,,,,,0,565221,13765
2020-06-11,GA,2375.0,,46,,9073.0,9073.0,842.0,99,2006.0,,,0,,,,,,54973,54973.0,993,0,6381.0,,,,49603,,,0,578464,13243,108194.0,,,,,0,578464,13243
2020-06-12,GA,2418.0,,43,,9181.0,9181.0,836.0,108,2021.0,,,0,,,,,,55783,55783.0,810,0,6504.0,,,,50189,,,0,585957,7493,110825.0,,,,,0,585957,7493
2020-06-13,GA,2446.0,,28,,9224.0,9224.0,810.0,43,2029.0,,,0,,,,,,56801,56801.0,1018,0,6631.0,,,,51141,,,0,599211,13254,113405.0,,,,,0,599211,13254
2020-06-14,GA,2451.0,,5,,9248.0,9248.0,829.0,24,2034.0,,,0,,,,,,57681,57681.0,880,0,6769.0,,,,52295,,,0,614997,15786,115727.0,,,,,0,614997,15786
2020-06-15,GA,2494.0,,43,,9322.0,9322.0,865.0,74,2043.0,,,0,,,,,,58414,58414.0,733,0,6885.0,,,,52913,,,0,624586,9589,117901.0,,,,,0,624586,9589
2020-06-16,GA,2529.0,,35,,9454.0,9454.0,875.0,132,2065.0,,,0,,,,,,59078,59078.0,664,0,6897.0,,,,53313,,,0,628804,4218,118075.0,,,,,0,628804,4218
2020-06-17,GA,2575.0,,46,,9543.0,9543.0,881.0,89,2084.0,,,0,,,,,,60030,60030.0,952,0,6912.0,,,,54227,,,0,644257,15453,118426.0,,,,,0,644257,15453
2020-06-18,GA,2605.0,,30,,9663.0,9663.0,921.0,120,2109.0,,,0,,,,,,60912,60912.0,882,0,6982.0,,,,55069,,,0,656956,12699,121151.0,,,,,0,656956,12699
2020-06-19,GA,2636.0,,31,,9772.0,9772.0,937.0,109,2122.0,,,0,,,,,,62009,62009.0,1097,0,7848.0,,,,55621,,,0,663516,6560,134309.0,,,,663975.0,663975,663516,6560
2020-06-20,GA,2642.0,,6,,9837.0,9837.0,944.0,65,2140.0,,,0,,,,,,63809,63809.0,1800,0,7943.0,,,,57956,,,0,688134,24618,138123.0,,,,688588.0,24613,688134,24618
2020-06-21,GA,2643.0,,1,,9837.0,9837.0,960.0,0,2140.0,,,0,,,,,,64701,64701.0,892,0,8017.0,,,,58871,,,0,697841,9707,140694.0,,,,688588.0,0,697841,9707
2020-06-22,GA,2648.0,,5,,9953.0,9953.0,1000.0,116,2155.0,,,0,,,,,,65928,65928.0,1227,0,8079.0,,,,59960,,,0,707549,9708,142648.0,,,,708026.0,19438,707549,9708
2020-06-23,GA,2688.0,,40,,10123.0,10123.0,1056.0,170,2174.0,,,0,,,,,,67678,67678.0,1750,0,8090.0,,,,61786,,,0,730785,23236,142862.0,,,,731261.0,23235,730785,23236
2020-06-24,GA,2698.0,,10,,10313.0,10313.0,1124.0,190,2206.0,,,0,,,,,,69381,69381.0,1703,0,8106.0,,,,63113,,,0,742758,11973,143350.0,,,,743234.0,11973,742758,11973
2020-06-25,GA,2745.0,,47,,10457.0,10457.0,1135.0,144,2222.0,,,0,,,,,,71095,71095.0,1714,0,8185.0,,,,64811,,,0,757448,14690,146230.0,,,,757924.0,14690,757448,14690
2020-06-26,GA,2770.0,,25,,10605.0,10605.0,1184.0,148,2244.0,,,0,,,,,,72995,72995.0,1900,0,8275.0,,,,66512,,,0,770552,13104,149086.0,,,,,-757924,770552,13104
2020-06-27,GA,2776.0,,6,,10689.0,10689.0,1178.0,84,2261.0,,,0,,,,,,74985,74985.0,1990,0,8367.0,,,,68570,,,0,789337,18785,152220.0,,,,,0,789337,18785
2020-06-28,GA,2778.0,,2,,10711.0,10711.0,1236.0,22,2268.0,,,0,,,,,,77210,77210.0,2225,0,8416.0,,,,70883,,,0,806462,17125,154116.0,,,,,0,806462,17125
2020-06-29,GA,2784.0,,6,,10824.0,10824.0,1359.0,113,2289.0,,,0,,,,,,79417,79417.0,2207,0,8529.0,,,,73044,,,0,822641,16179,157375.0,,,,,0,822641,16179
2020-06-30,GA,2805.0,,21,,11051.0,11051.0,1459.0,227,2323.0,,,0,,,,,,81291,81291.0,1874,0,8547.0,,,,74214,,,0,833733,11092,157623.0,,,,,0,833733,11092
2020-07-01,GA,2827.0,,22,,11275.0,11275.0,1570.0,224,2357.0,,,0,,,,,,84237,84237.0,2946,0,8556.0,,,,76665,,,0,855625,21892,157971.0,,,,,0,855625,21892
2020-07-02,GA,2849.0,,22,,11500.0,11500.0,1649.0,225,2389.0,,,0,,,,,,87709,87709.0,3472,0,8645.0,,,,79974,,,0,884018,28393,161483.0,,,,,0,884018,28393
2020-07-03,GA,2856.0,,7,,11653.0,11653.0,1671.0,153,2413.0,,,0,,,,,,90493,90493.0,2784,0,8717.0,,,,82426,,,0,902430,18412,164412.0,,,,,0,902430,18412
2020-07-04,GA,2857.0,,1,,11743.0,11743.0,1726.0,90,2425.0,,,0,,,,,,93319,93319.0,2826,0,8839.0,,,,85363,,,0,928215,25785,168048.0,,,,,0,928215,25785
2020-07-05,GA,2860.0,,3,,11775.0,11775.0,1805.0,32,2429.0,,,0,,,,,,95516,95516.0,2197,0,8925.0,,,,87841,,,0,951510,23295,170392.0,,,,,0,951510,23295
2020-07-06,GA,2878.0,,18,,11919.0,11919.0,1962.0,144,2441.0,,,0,,,,,,97064,97064.0,1548,0,8942.0,,,,89088,,,0,964590,13080,170796.0,,,,,0,964590,13080
2020-07-07,GA,2899.0,,21,,12226.0,12226.0,2096.0,307,2471.0,,,0,,,,,,100470,100470.0,3406,0,8976.0,,,,91700,,,0,985913,21323,171020.0,,,,,0,985913,21323
2020-07-08,GA,2922.0,,23,,12500.0,12500.0,2215.0,274,2502.0,,,0,,,,,,103890,103890.0,3420,0,9032.0,,,,94821,,,0,1007523,21610,171858.0,,,,,0,1007523,21610
2020-07-09,GA,2930.0,,8,,12606.0,12606.0,2322.0,106,2519.0,,,0,,,,,,106727,106727.0,2837,0,9117.0,,,,97594,,,0,1027387,19864,174915.0,,,,,0,1027387,19864
2020-07-10,GA,2965.0,,35,,12937.0,12937.0,2443.0,331,2565.0,,,0,,,,,,111211,111211.0,4484,0,9169.0,,,,101160,,,0,1054725,27338,177244.0,,,,,0,1054725,27338
2020-07-11,GA,2996.0,,31,,13205.0,13205.0,2446.0,268,2610.0,,,0,,,,,,114401,114401.0,3190,0,9270.0,,,,103769,,,0,1072973,18248,180366.0,,,,,0,1072973,18248
2020-07-12,GA,3001.0,,5,,13259.0,13259.0,2512.0,54,2621.0,,,0,,,,,,116926,116926.0,2525,0,9367.0,,,,106202,,,0,1091670,18697,183094.0,,,,,0,1091670,18697
2020-07-13,GA,3026.0,,25,,13476.0,13476.0,2600.0,217,2643.0,,,0,,,,,,120569,120569.0,3643,0,9505.0,,,,110003,,,0,1116589,24919,185935.0,,,,,0,1116589,24919
2020-07-14,GA,3054.0,,28,,13685.0,13685.0,2741.0,209,2662.0,,,0,,,,,,123963,123963.0,3394,0,9516.0,,,,113168,,,0,1140761,24172,186113.0,,,,,0,1140761,24172
2020-07-15,GA,3091.0,,37,,14102.0,14102.0,2786.0,417,2702.0,,,0,,,,,,127834,127834.0,3871,0,9591.0,,,,116420,,,0,1165251,24490,187083.0,,,,,0,1165251,24490
2020-07-16,GA,3104.0,,13,,14346.0,14346.0,2841.0,244,2736.0,,,0,,,,,,131275,131275.0,3441,0,10071.0,,,,119897,,,0,1190112,24861,191262.0,,,,,0,1190112,24861
2020-07-17,GA,3132.0,,28,,14647.0,14647.0,2902.0,301,2781.0,,,0,,,,,,135183,135183.0,3908,0,10253.0,,,,123177,,,0,1211135,21023,193476.0,,,,,0,1211135,21023
2020-07-18,GA,3168.0,,36,,14961.0,14961.0,2929.0,314,2819.0,,,0,,,,,,139872,139872.0,4689,0,11530.0,,,,127550,,,0,1244571,33436,197631.0,,,,,0,1244571,33436
2020-07-19,GA,3173.0,,5,,15010.0,15010.0,3036.0,49,2822.0,,,0,,,,,,143123,143123.0,3251,0,11782.0,,,,131008,,,0,1272839,28268,200457.0,,,,,0,1272839,28268
2020-07-20,GA,3176.0,,3,,15047.0,15047.0,3183.0,37,2829.0,,,0,,,,,,145575,145575.0,2452,0,11985.0,,,,133176,,,0,1289281,16442,202941.0,,,,,0,1289281,16442
2020-07-21,GA,3254.0,,78,,15494.0,15494.0,3155.0,447,2904.0,,,0,,,,,,148988,148988.0,3413,0,12022.0,,,,136168,,,0,1311317,22036,203234.0,,,,,0,1311317,22036
2020-07-22,GA,3335.0,,81,,15922.0,15922.0,3179.0,428,2967.0,,,0,,,,,,152302,152302.0,3314,0,12035.0,,,,138819,,,0,1333343,22026,203453.0,,,,,0,1333343,22026
2020-07-23,GA,3360.0,,25,,16353.0,16353.0,3157.0,431,3034.0,,,0,,,,,,156588,156588.0,4286,0,12208.0,,,,142249,,,0,1353907,20564,205171.0,,,,,0,1353907,20564
2020-07-24,GA,3442.0,,82,,16752.0,16752.0,3135.0,399,3119.0,,,0,,,,,,161401,161401.0,4813,0,12547.0,,,,147362,,,0,1400793,46886,208597.0,,,,,0,1400793,46886
2020-07-25,GA,3495.0,,53,,17029.0,17029.0,3094.0,277,3158.0,,,0,,,,,,165188,165188.0,3787,0,12875.0,,,,150794,,,0,1431688,30895,211405.0,,,,,0,1431688,30895
2020-07-26,GA,3498.0,,3,,17091.0,17091.0,3079.0,62,3168.0,,,0,,,,,,167953,167953.0,2765,0,13147.0,,,,153582,,,0,1455060,23372,213487.0,,,,,0,1455060,23372
2020-07-27,GA,3509.0,,11,,17138.0,17138.0,3181.0,47,3172.0,,,0,,,,,,170843,170843.0,2890,0,13456.0,,,,156870,,,0,1479028,23968,216240.0,,,,,0,1479028,23968
2020-07-28,GA,3563.0,,54,,17544.0,17544.0,3157.0,406,3236.0,,,0,,,,,,175052,175052.0,4209,0,13511.0,,,,161005,,,0,1513883,34855,216727.0,,,,,0,1513883,34855
2020-07-29,GA,3642.0,,79,,17964.0,17964.0,3188.0,420,3301.0,,,0,,,,,,178323,178323.0,3271,0,13606.0,,,,163951,,,0,1540024,26141,217543.0,,,,,0,1540024,26141
