date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-08-12,CA,10648.0,,180,,,,6647.0,0,,1873.0,,0,,,,,,586056,586056.0,11645,0,,,,,,,,0,9303467,117188,,,,,,0,9303467,117188
2020-08-13,CA,10808.0,,160,,,,6424.0,0,,1826.0,,0,,,,,,593141,593141.0,7085,0,,,,,,,,0,9445493,142026,,,,,,0,9445493,142026
2020-08-14,CA,10996.0,,188,,,,6364.0,0,,1850.0,,0,,,,,,601075,601075.0,7934,0,,,,,,,,0,9556598,111105,,,,,,0,9556598,111105
2020-08-15,CA,11147.0,,151,,,,6327.0,0,,1812.0,,0,,,,,,613689,613689.0,12614,0,,,,,,,,0,9681111,124513,,,,,,0,9681111,124513
2020-08-16,CA,11224.0,,77,,,,6309.0,0,,1820.0,,0,,,,,,621562,621562.0,7873,0,,,,,,,,0,9798135,117024,,,,,,0,9798135,117024
2020-08-17,CA,11242.0,,18,,,,6332.0,0,,1811.0,,0,,,,,,628031,628031.0,6469,0,,,,,,,,0,9933780,135645,,,,,,0,9933780,135645
2020-08-18,CA,11342.0,,100,,,,6360.0,0,,1801.0,,0,,,,,,632667,632667.0,4636,0,,,,,,,,0,10049039,115259,,,,,,0,10049039,115259
2020-08-19,CA,11523.0,,181,,,,6479.0,0,,1761.0,,0,,,,,,638831,638831.0,6164,0,,,,,,,,0,10140683,91644,,,,,,0,10140683,91644
2020-08-20,CA,11686.0,,163,,,,6212.0,0,,1707.0,,0,,,,,,644751,644751.0,5920,0,,,,,,,,0,10227966,87283,,,,,,0,10227966,87283
2020-08-21,CA,11821.0,,135,,,,6039.0,0,,1706.0,,0,,,,,,650336,650336.0,5585,0,,,,,,,,0,10329372,101406,,,,,,0,10329372,101406
2020-08-22,CA,11988.0,,167,,,,5873.0,0,,1675.0,,0,,,,,,656892,656892.0,6556,0,,,,,,,,0,10436352,106980,,,,,,0,10436352,106980
2020-08-23,CA,12134.0,,146,,,,5665.0,0,,1582.0,,0,,,,,,663669,663669.0,6777,0,,,,,,,,0,10541031,104679,,,,,,0,10541031,104679
2020-08-24,CA,12152.0,,18,,,,5618.0,0,,1549.0,,0,,,,,,668615,668615.0,4946,0,,,,,,,,0,10652487,111456,,,,,,0,10652487,111456
2020-08-25,CA,12257.0,,105,,,,5561.0,0,,1540.0,,0,,,,,,673095,673095.0,4480,0,,,,,,,,0,10762506,110019,,,,,,0,10762506,110019
2020-08-26,CA,12407.0,,150,,,,5537.0,0,,1507.0,,0,,,,,,679099,679099.0,6004,0,,,,,,,,0,10832757,70251,,,,,,0,10832757,70251
2020-08-27,CA,12550.0,,143,,,,5397.0,0,,1492.0,,0,,,,,,683529,683529.0,4430,0,,,,,,,,0,10918415,85658,,,,,,0,10918415,85658
2020-08-28,CA,12690.0,,140,,,,5267.0,0,,1477.0,,0,,,,,,688858,688858.0,5329,0,,,,,,,,0,11010637,92222,,,,,,0,11010637,92222
2020-08-29,CA,12834.0,,144,,,,5063.0,0,,1411.0,,0,,,,,,693839,693839.0,4981,0,,,,,,,,0,11109630,98993,,,,,,0,11109630,98993
2020-08-30,CA,12905.0,,71,,,,4943.0,0,,1396.0,,0,,,,,,699909,699909.0,6070,0,,,,,,,,0,11231829,122199,,,,,,0,11231829,122199
2020-08-31,CA,12933.0,,28,,,,4829.0,0,,1346.0,,0,,,,,,704085,704085.0,4176,0,,,,,,,,0,11373305,141476,,,,,,0,11373305,141476
2020-09-01,CA,13018.0,,85,,,,4869.0,0,,1352.0,,0,,,,,,707797,707797.0,3712,0,,,,,,,,0,11470696,97391,,,,,,0,11470696,97391
2020-09-02,CA,13163.0,,145,,,,4851.0,0,,1339.0,,0,,,,,,712052,712052.0,4255,0,,,,,,,,0,11580370,109674,,,,,,0,11580370,109674
2020-09-03,CA,13327.0,,164,,,,4571.0,0,,1270.0,,0,,,,,,717177,717177.0,5125,0,,,,,,,,0,11663924,83554,,,,,,0,11663924,83554
2020-09-04,CA,13490.0,,163,,,,4401.0,0,,1235.0,,0,,,,,,722283,722283.0,5106,0,,,,,,,,0,11796970,133046,,,,,,0,11796970,133046
2020-09-05,CA,13643.0,,153,,,,4242.0,0,,1242.0,,0,,,,,,727239,727239.0,4956,0,,,,,,,,0,11916323,119353,,,,,,0,11916323,119353
2020-09-06,CA,13709.0,,66,,,,4226.0,0,,1201.0,,0,,,,,,732144,732144.0,4905,0,,,,,,,,0,12047191,130868,,,,,,0,12047191,130868
2020-09-07,CA,13726.0,,17,,,,4285.0,0,,1244.0,,0,,,,,,735235,735235.0,3091,0,,,,,,,,0,12158292,111101,,,,,,0,12158292,111101
2020-09-08,CA,13758.0,,32,,,,4297.0,0,,1217.0,,0,,,,,,737911,737911.0,2676,0,,,,,,,,0,12267948,109656,,,,,,0,12267948,109656
2020-09-09,CA,13841.0,,83,,,,4425.0,0,,1233.0,,0,,,,,,739527,739527.0,1616,0,,,,,,,,0,12343797,75849,,,,,,0,12343797,75849
2020-09-10,CA,13978.0,,137,,,,4225.0,0,,1184.0,,0,,,,,,742865,742865.0,3338,0,,,,,,,,0,12389991,46194,,,,,,0,12389991,46194
2020-09-11,CA,14089.0,,111,,,,4023.0,0,,1172.0,,0,,,,,,746191,746191.0,3326,0,,,,,,,,0,12451660,61669,,,,,,0,12451660,61669
2020-09-12,CA,14251.0,,162,,,,3848.0,0,,1120.0,,0,,,,,,750298,750298.0,4107,0,,,,,,,,0,12556967,105307,,,,,,0,12556967,105307
2020-09-13,CA,14329.0,,78,,,,3741.0,0,,1056.0,,0,,,,,,754923,754923.0,4625,0,,,,,,,,0,12690016,133049,,,,,,0,12690016,133049
2020-09-14,CA,14385.0,,56,,,,3665.0,0,,1040.0,,0,,,,,,757778,757778.0,2855,0,,,,,,,,0,12806189,116173,,,,,,0,12806189,116173
2020-09-15,CA,14451.0,,66,,,,3735.0,0,,1044.0,,0,,,,,,760013,760013.0,2235,0,,,,,,,,0,12928170,121981,,,,,,0,12928170,121981
2020-09-16,CA,14615.0,,164,,,,3685.0,0,,1032.0,,0,,,,,,762963,762963.0,2950,0,,,,,,,,0,13000522,72352,,,,,,0,13000522,72352
2020-09-17,CA,14721.0,,106,,,,3621.0,0,,997.0,,0,,,,,,766201,766201.0,3238,0,,,,,,,,0,13080037,79515,,,,,,0,13080037,79515
2020-09-18,CA,14812.0,,91,,,,3570.0,0,,965.0,,0,,,,,,769831,769831.0,3630,0,,,,,,,,0,13177186,97149,,,,,,0,13177186,97149
2020-09-19,CA,14912.0,,100,,,,3510.0,0,,970.0,,0,,,,,,774135,774135.0,4304,0,,,,,,,,0,13343886,166700,,,,,,0,13343886,166700
2020-09-20,CA,14987.0,,75,,,,3441.0,0,,925.0,,0,,,,,,778400,778400.0,4265,0,,,,,,,,0,13523158,179272,,,,,,0,13523158,179272
2020-09-21,CA,15018.0,,31,,,,3459.0,0,,960.0,,0,,,,,,781694,781694.0,3294,0,,,,,,,,0,13672782,149624,,,,,,0,13672782,149624
2020-09-22,CA,15071.0,,53,,,,3520.0,0,,923.0,,0,,,,,,784324,784324.0,2630,0,,,,,,,,0,13804055,131273,,,,,,0,13804055,131273
2020-09-23,CA,15204.0,,133,,,,3557.0,0,,905.0,,0,,,,,,787470,787470.0,3146,0,,,,,,,,0,13879423,75368,,,,,,0,13879423,75368
2020-09-24,CA,15314.0,,110,,,,3484.0,0,,914.0,,0,,,,,,790640,790640.0,3170,0,,,,,,,,0,13952857,73434,,,,,,0,13952857,73434
2020-09-25,CA,15398.0,,84,,,,3307.0,0,,899.0,,0,,,,,,794040,794040.0,3400,0,,,,,,,,0,14052247,99390,,,,,,0,14052247,99390
2020-09-26,CA,15532.0,,134,,,,3203.0,0,,862.0,,0,,,,,,798237,798237.0,4197,0,,,,,,,,0,14182730,130483,,,,,,0,14182730,130483
2020-09-27,CA,15587.0,,55,,,,3129.0,0,,892.0,,0,,,,,,802308,802308.0,4071,0,,,,,,,,0,14333498,150768,,,,,,0,14333498,150768
2020-09-28,CA,15608.0,,21,,,,3160.0,0,,831.0,,0,,,,,,805263,805263.0,2955,0,,,,,,,,0,14484852,151354,,,,,,0,14484852,151354
2020-09-29,CA,15640.0,,32,,,,3223.0,0,,828.0,,0,,,,,,807425,807425.0,2162,0,,,,,,,,0,14613545,128693,,,,,,0,14613545,128693
2020-09-30,CA,15792.0,,152,,,,3267.0,0,,830.0,,0,,,,,,810625,810625.0,3200,0,,,,,,,,0,14705202,91657,,,,,,0,14705202,91657
2020-10-01,CA,15888.0,,96,,,,3205.0,0,,817.0,,0,,,,,,813687,813687.0,3062,0,,,,,,,,0,14771851,66649,,,,,,0,14771851,66649
2020-10-02,CA,15986.0,,98,,,,3166.0,0,,796.0,,0,,,,,,817277,817277.0,3590,0,,,,,,,,0,14868431,96580,,,,,,0,14868431,96580
2020-10-03,CA,16074.0,,88,,,,3079.0,0,,787.0,,0,,,,,,819436,819436.0,2159,0,,,,,,,,0,14998888,130457,,,,,,0,14998888,130457
2020-10-04,CA,16120.0,,46,,,,3129.0,0,,787.0,,0,,,,,,823729,823729.0,4293,0,,,,,,,,0,15160287,161399,,,,,,0,15160287,161399
2020-10-05,CA,16149.0,,29,,,,3146.0,0,,805.0,,0,,,,,,826784,826784.0,3055,0,,,,,,,,0,15301681,141394,,,,,,0,15301681,141394
2020-10-06,CA,16177.0,,28,,,,3175.0,0,,809.0,,0,,,,,,828461,828461.0,1677,0,,,,,,,,0,15430421,128740,,,,,,0,15430421,128740
2020-10-07,CA,16228.0,,51,,,,3204.0,0,,797.0,,0,,,,,,831225,831225.0,2764,0,,,,,,,,0,15556706,126285,,,,,,0,15556706,126285
2020-10-08,CA,16361.0,,133,,,,3186.0,0,,754.0,,0,,,,,,834800,834800.0,3575,0,,,,,,,,0,15623623,66917,,,,,,0,15623623,66917
2020-10-09,CA,16428.0,,67,,,,3186.0,0,,742.0,,0,,,,,,838606,838606.0,3806,0,,,,,,,,0,15736497,112874,,,,,,0,15736497,112874
2020-10-10,CA,16500.0,,72,,,,3084.0,0,,732.0,,0,,,,,,842776,842776.0,4170,0,,,,,,,,0,15878445,141948,,,,,,0,15878445,141948
2020-10-11,CA,16564.0,,64,,,,3103.0,0,,735.0,,0,,,,,,846579,846579.0,3803,0,,,,,,,,0,16047004,168559,,,,,,0,16047004,168559
2020-10-12,CA,16572.0,,8,,,,3070.0,0,,736.0,,0,,,,,,850028,850028.0,3449,0,,,,,,,,0,16191341,144337,,,,,,0,16191341,144337
2020-10-13,CA,16581.0,,9,,,,3060.0,0,,748.0,,0,,,,,,852406,852406.0,2378,0,,,,,,,,0,16333717,142376,,,,,,0,16333717,142376
2020-10-14,CA,16639.0,,58,,,,3126.0,0,,753.0,,0,,,,,,855072,855072.0,2666,0,,,,,,,,0,16425487,91770,,,,,,0,16425487,91770
2020-10-15,CA,16757.0,,118,,,,3078.0,0,,706.0,,0,,,,,,858401,858401.0,3329,0,,,,,,,,0,16517812,92325,,,,,,0,16517812,92325
2020-10-16,CA,16830.0,,73,,,,3035.0,0,,713.0,,0,,,,,,861476,861476.0,3075,0,,,,,,,,0,16621956,104144,,,,,,0,16621956,104144
2020-10-17,CA,16899.0,,69,,,,2995.0,0,,743.0,,0,,,,,,864455,864455.0,2979,0,,,,,,,,0,16756711,134755,,,,,,0,16756711,134755
2020-10-18,CA,16943.0,,44,,,,3020.0,0,,727.0,,0,,,,,,867317,867317.0,2862,0,,,,,,,,0,16892062,135351,,,,,,0,16892062,135351
2020-10-19,CA,16970.0,,27,,,,3002.0,0,,758.0,,0,,,,,,870791,870791.0,3474,0,,,,,,,,0,17042408,150346,,,,,,0,17042408,150346
2020-10-20,CA,16992.0,,22,,,,3104.0,0,,781.0,,0,,,,,,874077,874077.0,3286,0,,,,,,,,0,17189070,146662,,,,,,0,17189070,146662
2020-10-21,CA,17027.0,,35,,,,3077.0,0,,763.0,,0,,,,,,877784,877784.0,3707,0,,,,,,,,0,17293139,104069,,,,,,0,17293139,104069
2020-10-22,CA,17189.0,,162,,,,3051.0,0,,758.0,,0,,,,,,880724,880724.0,2940,0,,,,,,,,0,17358770,65631,,,,,,0,17358770,65631
2020-10-23,CA,17262.0,,73,,,,3011.0,0,,754.0,,0,,,,,,886865,886865.0,6141,0,,,,,,,,0,17483293,124523,,,,,,0,17483293,124523
2020-10-24,CA,17311.0,,49,,,,3007.0,0,,744.0,,0,,,,,,892810,892810.0,5945,0,,,,,,,,0,17609179,125886,,,,,,0,17609179,125886
2020-10-25,CA,17345.0,,34,,,,2969.0,0,,722.0,,0,,,,,,898029,898029.0,5219,0,,,,,,,,0,17787885,178706,,,,,,0,17787885,178706
2020-10-26,CA,17357.0,,12,,,,2991.0,0,,735.0,,0,,,,,,901010,901010.0,2981,0,,,,,,,,0,17982829,194944,,,,,,0,17982829,194944
2020-10-27,CA,17400.0,,43,,,,3000.0,0,,774.0,,0,,,,,,904198,904198.0,3188,0,,,,,,,,0,18127049,144220,,,,,,0,18127049,144220
2020-10-28,CA,17475.0,,75,,,,2998.0,0,,770.0,,0,,,,,,908713,908713.0,4515,0,,,,,,,,0,18223596,96547,,,,,,0,18223596,96547
2020-10-29,CA,17541.0,,66,,,,3083.0,0,,768.0,,0,,,,,,912904,912904.0,4191,0,,,,,,,,0,18323771,100175,,,,,,0,18323771,100175
2020-10-30,CA,17571.0,,30,,,,3148.0,0,,772.0,,0,,,,,,916918,916918.0,4014,0,,,,,,,,0,18444523,120752,,,,,,0,18444523,120752
2020-10-31,CA,17626.0,,55,,,,3212.0,0,,771.0,,0,,,,,,922005,922005.0,5087,0,,,,,,,,0,18602317,157794,,,,,,0,18602317,157794
2020-11-01,CA,17667.0,,41,,,,3193.0,0,,791.0,,0,,,,,,926534,926534.0,4529,0,,,,,,,,0,18743315,140998,,,,,,0,18743315,140998
2020-11-02,CA,17672.0,,5,,,,3241.0,0,,823.0,,0,,,,,,930628,930628.0,4094,0,,,,,,,,0,18912501,169186,,,,,,0,18912501,169186
2020-11-03,CA,17686.0,,14,,,,3270.0,0,,840.0,,0,,,,,,934672,934672.0,4044,0,,,,,,,,0,19074921,162420,,,,,,0,19074921,162420
2020-11-04,CA,17752.0,,66,,,,3410.0,0,,901.0,,0,,,,,,940010,940010.0,5338,0,,,,,,,,0,19181012,106091,,,,,,0,19181012,106091
2020-11-05,CA,17815.0,,63,,,,3462.0,0,,922.0,,0,,,,,,944576,944576.0,4566,0,,,,,,,,0,19266363,85351,,,,,,0,19266363,85351
2020-11-06,CA,17866.0,,51,,,,3489.0,0,,923.0,,0,,,,,,951094,951094.0,6518,0,,,,,,,,0,19396349,129986,,,,,,0,19396349,129986
2020-11-07,CA,17939.0,,73,,,,3456.0,0,,901.0,,0,,,,,,956957,956957.0,5863,0,,,,,,,,0,19565151,168802,,,,,,0,19565151,168802
2020-11-08,CA,17963.0,,24,,,,3554.0,0,,910.0,,0,,,,,,964639,964639.0,7682,0,,,,,,,,0,19724628,159477,,,,,,0,19724628,159477
2020-11-09,CA,17977.0,,14,,,,3668.0,0,,941.0,,0,,,,,,971851,971851.0,7212,0,,,,,,,,0,19918479,193851,,,,,,0,19918479,193851
2020-11-10,CA,18001.0,,24,,,,3799.0,0,,984.0,,0,,,,,,977218,977218.0,5367,0,,,,,,,,0,20094641,176162,,,,,,0,20094641,176162
2020-11-11,CA,18070.0,,69,,,,3987.0,0,,1006.0,,0,,,,,,984682,984682.0,7464,0,,,,,,,,0,20222093,127452,,,,,,0,20222093,127452
2020-11-12,CA,18108.0,,38,,,,4002.0,0,,1010.0,,0,,,,,,991609,991609.0,6927,0,,,,,,,,0,20342072,119979,,,,,,0,20342072,119979
2020-11-13,CA,18137.0,,29,,,,4138.0,0,,1031.0,,0,,,,,,998502,998502.0,6893,0,,,,,,,,0,20478500,136428,,,,,,0,20478500,136428
2020-11-14,CA,18218.0,,81,,,,4212.0,0,,1024.0,,0,,,,,,1008377,1008377.0,9875,0,,,,,,,,0,20671596,193096,,,,,,0,20671596,193096
2020-11-15,CA,18253.0,,35,,,,4454.0,0,,1094.0,,0,,,,,,1019345,1019345.0,10968,0,,,,,,,,0,20866785,195189,,,,,,0,20866785,195189
2020-11-16,CA,18263.0,,10,,,,4559.0,0,,1131.0,,0,,,,,,1029235,1029235.0,9890,0,,,,,,,,0,21068894,202109,,,,,,0,21068894,202109
2020-11-17,CA,18299.0,,36,,,,4885.0,0,,1206.0,,0,,,,,,1037978,1037978.0,8743,0,,,,,,,,0,21259076,190182,,,,,,0,21259076,190182
2020-11-18,CA,18360.0,,61,,,,5078.0,0,,1258.0,,0,,,,,,1047789,1047789.0,9811,0,,,,,,,,0,21418543,159467,,,,,,0,21418543,159467
2020-11-19,CA,18466.0,,106,,,,5319.0,0,,1253.0,,0,,,,,,1059267,1059267.0,11478,0,,,,,,,,0,21552528,133985,,,,,,0,21552528,133985
2020-11-20,CA,18557.0,,91,,,,5497.0,0,,1332.0,,0,,,,,,1072272,1072272.0,13005,0,,,,,,,,0,21730551,178023,,,,,,0,21730551,178023
2020-11-21,CA,18643.0,,86,,,,5745.0,0,,1332.0,,0,,,,,,1087714,1087714.0,15442,0,,,,,,,,0,21971832,241281,,,,,,0,21971832,241281
2020-11-22,CA,18676.0,,33,,,,5918.0,0,,1390.0,,0,,,,,,1102033,1102033.0,14319,0,,,,,,,,0,22237309,265477,,,,,,0,22237309,265477
2020-11-23,CA,18726.0,,50,,,,6254.0,0,,1455.0,,0,,,,,,1110370,1110370.0,8337,0,,,,,,,,0,22457544,220235,,,,,,0,22457544,220235
2020-11-24,CA,18769.0,,43,,,,6641.0,0,,1514.0,,0,,,,,,1125699,1125699.0,15329,0,,,,,,,,0,22741363,283819,,,,,,0,22741363,283819
2020-11-25,CA,18875.0,,106,,,,7049.0,0,,1551.0,,0,,,,,,1144049,1144049.0,18350,0,,,,,,,,0,22910351,168988,,,,,,0,22910351,168988
2020-11-26,CA,18979.0,,104,,,,7197.0,0,,1617.0,,0,,,,,,1158689,1158689.0,14640,0,,,,,,,,0,23096745,186394,,,,,,0,23096745,186394
2020-11-27,CA,19033.0,,54,,,,7388.0,0,,1726.0,,0,,,,,,1171324,1171324.0,12635,0,,,,,,,,0,23315918,219173,,,,,,0,23315918,219173
2020-11-28,CA,19089.0,,56,,,,7684.0,0,,1763.0,,0,,,,,,1183320,1183320.0,11996,0,,,,,,,,0,23573182,257264,,,,,,0,23573182,257264
2020-11-29,CA,19121.0,,32,,,,8198.0,0,,1823.0,,0,,,,,,1198934,1198934.0,15614,0,,,,,,,,0,23807501,234319,,,,,,0,23807501,234319
2020-11-30,CA,19141.0,,20,,,,8578.0,0,,1919.0,,0,,,,,,1212968,1212968.0,14034,0,,,,,,,,0,24025171,217670,,,,,,0,24025171,217670
2020-12-01,CA,19211.0,,70,,,,9049.0,0,,2000.0,,0,,,,,,1225189,1225189.0,12221,0,,,,,,,,0,24161313,136142,,,,,,0,24161313,136142
2020-12-02,CA,19324.0,,113,,,,9365.0,0,,2121.0,,0,,,,,,1245948,1245948.0,20759,0,,,,,,,,0,24299126,137813,,,,,,0,24299126,137813
2020-12-03,CA,19437.0,,113,,,,9702.0,0,,2147.0,,0,,,,,,1264539,1264539.0,18591,0,,,,,,,,0,24474642,175516,,,,,,0,24474642,175516
2020-12-04,CA,19582.0,,145,,,,9948.0,0,,2248.0,,0,,,,,,1286557,1286557.0,22018,0,,,,,,,,0,24675478,200836,,,,,,0,24675478,200836
2020-12-05,CA,19791.0,,209,,,,10273.0,0,,2265.0,,0,,,,,,1311625,1311625.0,25068,0,,,,,,,,0,24901975,226497,,,,,,0,24901975,226497
2020-12-06,CA,19876.0,,85,,,,10624.0,0,,2393.0,,0,,,,,,1341700,1341700.0,30075,0,,,,,,,,0,25195046,293071,,,,,,0,25195046,293071
2020-12-07,CA,19935.0,,59,,,,10998.0,0,,2470.0,,0,,,,,,1366435,1366435.0,24735,0,,,,,,,,0,25493351,298305,,,,,,0,25493351,298305
2020-12-08,CA,20047.0,,112,,,,11511.0,0,,2526.0,,0,,,,,,1389707,1389707.0,23272,0,,,,,,,,0,25789775,296424,,,,,,0,25789775,296424
2020-12-09,CA,20243.0,,196,,,,11965.0,0,,2627.0,,0,,,,,,1420558,1420558.0,30851,0,,,,,,,,0,26042071,252296,,,,,,0,26042071,252296
2020-12-10,CA,20463.0,,220,,,,12477.0,0,,2710.0,,0,,,,,,1450235,1450235.0,29677,0,,,,,,,,0,26324332,282261,,,,,,0,26324332,282261
2020-12-11,CA,20622.0,,159,,,,12940.0,0,,2773.0,,0,,,,,,1485703,1485703.0,35468,0,,,,,,,,0,26572343,248011,,,,,,0,26572343,248011
2020-12-12,CA,20847.0,,225,,,,13410.0,0,,2866.0,,0,,,,,,1521432,1521432.0,35729,0,,,,,,,,0,26886130,313787,,,,,,0,26886130,313787
2020-12-13,CA,20969.0,,122,,,,13960.0,0,,2937.0,,0,,,,,,1551766,1551766.0,30334,0,,,,,,,,0,27195587,309457,,,,,,0,27195587,309457
2020-12-14,CA,21046.0,,77,,,,14578.0,0,,3078.0,,0,,,,,,1585044,1585044.0,33278,0,,,,,,,,0,27552039,356452,,,,,,0,27552039,356452
2020-12-15,CA,21188.0,,142,,,,15198.0,0,,3193.0,,0,,,,,,1617370,1617370.0,32326,0,,,,,,,,0,27845066,293027,,,,,,0,27845066,293027
2020-12-16,CA,21481.0,,293,,,,15886.0,0,,3297.0,,0,,,,,,1671081,1671081.0,53711,0,,,,,,,,0,28149590,304524,,,,,,0,28149590,304524
2020-12-17,CA,21860.0,,379,,,,16426.0,0,,3392.0,,0,,,,,,1723362,1723362.0,52281,0,,,,,,,,0,28456358,306768,,,,,,0,28456358,306768
2020-12-18,CA,22160.0,,300,,,,16965.0,0,,3553.0,,0,,,,,,1764374,1764374.0,41012,0,,,,,,,,0,28741027,284669,,,,,,0,28741027,284669
2020-12-19,CA,22432.0,,272,,,,17398.0,0,,3620.0,,0,,,,,,1807982,1807982.0,43608,0,,,,,,,,0,29112249,371222,,,,,,0,29112249,371222
2020-12-20,CA,22593.0,,161,,,,17750.0,0,,3710.0,,0,,,,,,1854456,1854456.0,46474,0,,,,,,,,0,29465170,352921,,,,,,0,29465170,352921
2020-12-21,CA,22676.0,,83,,,,18359.0,0,,3756.0,,0,,,,,,1892348,1892348.0,37892,0,,,,,,,,0,29860404,395234,,,,,,0,29860404,395234
2020-12-22,CA,22923.0,,247,,,,18961.0,0,,3861.0,,0,,,,,,1925007,1925007.0,32659,0,,,,,,,,0,30190182,329778,,,,,,0,30190182,329778
2020-12-23,CA,23284.0,,361,,,,19361.0,0,,3955.0,,0,,,,,,1964076,1964076.0,39069,0,,,,,,,,0,30468560,278378,,,,,,0,30468560,278378
2020-12-24,CA,23635.0,,351,,,,19771.0,0,,4069.0,,0,,,,,,2003146,2003146.0,39070,0,,,,,,,,0,30769749,301189,,,,,,0,30769749,301189
2020-12-25,CA,23947.0,,312,,,,19771.0,0,,4035.0,,0,,,,,,2042290,2042290.0,39144,0,,,,,,,,0,31066861,297112,,,,,,0,31066861,297112
2020-12-26,CA,23983.0,,36,,,,19797.0,0,,4131.0,,0,,,,,,2072665,2072665.0,30375,0,,,,,,,,0,31446542,379681,,,,,,0,31446542,379681
2020-12-27,CA,24220.0,,237,,,,20059.0,0,,4214.0,,0,,,,,,2122806,2122806.0,50141,0,,,,,,,,0,31826696,380154,,,,,,0,31826696,380154
2020-12-28,CA,24284.0,,64,,,,20642.0,0,,4360.0,,0,,,,,,2155976,2155976.0,33170,0,,,,,,,,0,32128516,301820,,,,,,0,32128516,301820
2020-12-29,CA,24526.0,,242,,,,21240.0,0,,4390.0,,0,,,,,,2187221,2187221.0,31245,0,,,,,,,,0,32374471,245955,,,,,,0,32374471,245955
2020-12-30,CA,24958.0,,432,,,,21433.0,0,,4478.0,,0,,,,,,2218142,2218142.0,30921,0,,,,,,,,0,32623076,248605,,,,,,0,32623076,248605
2020-12-31,CA,25386.0,,428,,,,21449.0,0,,4518.0,,0,,,,,,2245379,2245379.0,27237,0,,,,,,,,0,32855482,232406,,,,,,0,32855482,232406
2021-01-01,CA,25971.0,,585,,,,21433.0,0,,4618.0,,0,,,,,,2292568,2292568.0,47189,0,,,,,,,,0,33058311,202829,,,,,,0,33058311,202829
2021-01-02,CA,26357.0,,386,,,,21213.0,0,,4606.0,,0,,,,,,2345909,2345909.0,53341,0,,,,,,,,0,33391442,333131,,,,,,0,33391442,333131
2021-01-03,CA,26538.0,,181,,,,21510.0,0,,4613.0,,0,,,,,,2391261,2391261.0,45352,0,,,,,,,,0,33812786,421344,,,,,,0,33812786,421344
2021-01-04,CA,26635.0,,97,,,,22003.0,0,,4671.0,,0,,,,,,2420894,2420894.0,29633,0,,,,,,,,0,34127013,314227,,,,,,0,34127013,314227
2021-01-05,CA,27003.0,,368,,,,22485.0,0,,4734.0,,0,,,,,,2452334,2452334.0,31440,0,,,,,,,,0,34330784,203771,,,,,,0,34330784,203771
2021-01-06,CA,27462.0,,459,,,,22820.0,0,,4731.0,,0,,,,,,2482226,2482226.0,29892,0,,,,,,,,0,34548621,217837,,,,,,0,34548621,217837
2021-01-07,CA,28045.0,,583,,,,22851.0,0,,4811.0,,0,,,,,,2518611,2518611.0,36385,0,,,,,,,,0,34760355,211734,,,,,,0,34760355,211734
2021-01-08,CA,28538.0,,493,,,,22836.0,0,,4905.0,,0,,,,,,2568641,2568641.0,50030,0,,,,,,,,0,35027330,266975,,,,,,0,35027330,266975
2021-01-09,CA,29233.0,,695,,,,22600.0,0,,4939.0,,0,,,,,,2621277,2621277.0,52636,0,,,,,,,,0,35353748,326418,,,,,,0,35353748,326418
2021-01-10,CA,29701.0,,468,,,,22513.0,0,,4965.0,,0,,,,,,2670962,2670962.0,49685,0,,,,,,,,0,35826824,473076,,,,,,0,35826824,473076
2021-01-11,CA,29965.0,,264,,,,22633.0,0,,4971.0,,0,,,,,,2710801,2710801.0,39839,0,,,,,,,,0,36170528,343704,,,,,,0,36170528,343704
2021-01-12,CA,30513.0,,548,,,,22665.0,0,,4962.0,,0,,,,,,2747288,2747288.0,36487,0,,,,,,,,0,36508384,337856,,,,,,0,36508384,337856
2021-01-13,CA,31102.0,,589,,,,22550.0,0,,4929.0,,0,,,,,,2781039,2781039.0,33751,0,,,,,,,,0,36842651,334267,,,,,,0,36842651,334267
2021-01-14,CA,31654.0,,552,,,,22210.0,0,,4878.0,,0,,,,,,2816969,2816969.0,35930,0,,,,,,,,0,37130366,287715,,,,,,0,37130366,287715
2021-01-15,CA,32291.0,,637,,,,21856.0,0,,4833.0,,0,,,,,,2859624,2859624.0,42655,0,,,,,,,,0,37449536,319170,,,,,,0,37449536,319170
2021-01-16,CA,32960.0,,669,,,,21579.0,0,,4846.0,,0,,,,,,2900246,2900246.0,40622,0,,,,,,,,0,37802255,352719,,,,,,0,37802255,352719
2021-01-17,CA,33392.0,,432,,,,21143.0,0,,4820.0,,0,,,,,,2942475,2942475.0,42229,0,,,,,,,,0,38228615,426360,,,,,,0,38228615,426360
